height,weight,age,isManOfTheMatch,isActive,playedPositions,playedPositionsShort,teamRegionName,regionCode,tournamentShortName,apps,subOn,manOfTheMatch,goal,assistTotal,shotsPerGame,aerialWonPerGame,name,firstName,lastName,playerId,positionText,teamId,teamName,seasonId,seasonName,isOpta,tournamentId,tournamentRegionId,tournamentRegionCode,tournamentRegionName,tournamentName,rating,minsPlayed,yellowCard,redCard,passSuccess,ranking
182,74,28,False,True,-DMC-,DMC,England,br,UCL,5,0,0,0,0,0.6,0.4,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,338780,Midfielder,23,Newcastle,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.864,409,0.0,0.0,83.49514563106796,192
182,68,17,False,True,,Midfielder,Spain,es,UCL,1,0,0,0,1,0.0,1.0,Dro Fernández,Dro,Fernández,572375,Midfielder,65,Barcelona,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.86,59,0.0,0.0,90.0,193
192,83,38,False,True,-DC-DR-,D(CR),Kazakhstan,by,UCL,3,0,1,0,0,0.0,2.0,Aleksandr Martynovich,Aleksandr,Martynovich,30091,Defender,1770,Kairat Almaty,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.859999999999999,270,0.0,0.0,88.88888888888889,194
196,88,25,False,True,-GK-,GK,Netherlands,cz,UCL,5,0,0,0,0,0.0,0.6,Matej Kovár,Matej,Kovár,388668,Goalkeeper,129,PSV Eindhoven,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.859999999999999,450,0.0,0.0,63.87434554973822,195
185,77,28,False,True,-DC-DMC-,"D(C),DMC",Netherlands,nl,UCL,5,0,0,0,0,0.2,0.6,Jerdy Schouten,Jerdy,Schouten,331555,Midfielder,129,PSV Eindhoven,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.856,406,0.0,0.0,93.2806324110672,196
180,75,21,False,True,-DMC-,DMC,France,fr,UCL,5,2,0,0,0,0.6,1.0,Mamadou Coulibaly,Mamadou,Coulibaly,482049,Midfielder,248,Monaco,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.851999999999999,331,1.0,0.0,76.96969696969697,197
176,72,28,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,br,UCL,2,1,0,0,0,2.5,0.0,Raphinha,Raphael,Dias Belloli,300447,Forward,65,Barcelona,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.85,118,0.0,0.0,74.0,198
177,70,25,False,True,-FW-MC-ML-MR-,"M(CLR),FW",England,gh,UCL,4,2,0,0,0,0.5,0.25,Mohammed Kudus,Mohammed,Kudus,400166,Midfielder,30,Tottenham,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.8475,214,0.0,0.0,85.39325842696628,199
165,58,30,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Greece,pt,UCL,5,0,0,0,0,1.6,0.2,Daniel Podence,Daniel,Castelo Podence,300513,Forward,843,Olympiacos,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.846000000000001,414,1.0,0.0,61.37931034482759,200
190,76,29,False,True,-DC-,D(C),France,ma,UCL,3,0,0,0,0,0.3333333333333333,1.0,Nayef Aguerd,Nayef,Aguerd,362434,Defender,249,Marseille,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.843333333333334,270,2.0,0.0,86.95652173913044,201
192,83,36,False,True,-GK-,GK,France,fi,UCL,1,0,0,0,0,0.0,1.0,Lukás Hrádecky,Lukás,Hrádecky,64846,Goalkeeper,248,Monaco,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.84,90,0.0,0.0,67.85714285714286,202
187,70,28,False,True,-DC-DR-MR-,"D(CR),M(R)",Germany,dk,UCL,2,0,0,1,0,1.0,0.0,Rasmus Kristensen,Rasmus,Kristensen,302812,Defender,45,Eintracht Frankfurt,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.84,149,0.0,0.0,86.36363636363636,203
182,76,21,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,fr,UCL,4,1,0,1,0,1.0,0.5,Wilson Odobert,Wilson,Odobert,444751,Forward,30,Tottenham,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.84,245,0.0,0.0,89.28571428571429,204
185,77,26,False,True,-DMC-,DMC,Portugal,dk,UCL,5,0,0,0,0,0.6,1.0,Morten Hjulmand,Morten,Hjulmand,403647,Midfielder,296,Sporting,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.832000000000001,430,2.0,0.0,93.29446064139941,205
183,86,28,False,True,-DC-DL-DR-MC-ML-MR-,"D(CLR),M(CLR)",Germany,no,UCL,4,1,0,0,1,0.25,0.5,Julian Ryerson,Julian,Ryerson,320436,Defender,44,Borussia Dortmund,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.83,297,0.0,0.0,88.46153846153845,206
191,85,29,False,True,-AMC-AML-AMR-,AM(CLR),Czech Republic,cz,UCL,5,0,1,0,2,2.2,1.2,Lukás Provod,Lukás,Provod,383685,Midfielder,349,Slavia Prague,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.83,431,1.0,0.0,74.86338797814209,207
183,77,21,False,True,-FW-,FW,Belgium,it,UCL,5,1,0,2,1,2.4,1.0,Nicolò Tresoldi,Nicolò,Tresoldi,432044,Forward,124,Club Brugge,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.828,326,0.0,0.0,77.63157894736842,208
0,0,21,False,True,,Defender,Czech Republic,,UCL,5,1,0,2,0,1.2,1.0,Youssoupha Mbodji,Youssoupha,Mbodji,581579,Defender,349,Slavia Prague,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.828,324,2.0,0.0,64.0625,209
184,75,26,False,True,-DL-ML-,"D(L),M(L)",Turkey,sn,UCL,5,1,0,0,0,0.2,0.6,Ismail Jakobs,Ismail,Jakobs,349699,Defender,294,Galatasaray,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.822,342,2.0,0.0,78.62595419847328,210
183,66,25,False,True,-DL-DR-FW-ML-MR-,"D(LR),M(LR),FW",France,us,UCL,4,1,0,1,1,0.75,0.5,Timothy Weah,Timothy,Weah,353991,Forward,249,Marseille,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.8175,280,0.0,0.0,85.84905660377359,211
187,72,28,False,True,-MC-,M(C),England,uy,UCL,5,0,0,0,0,0.6,2.0,Rodrigo Bentancur,Rodrigo,Bentancur,303657,Midfielder,30,Tottenham,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.816000000000001,412,0.0,0.0,87.192118226601,212
186,81,30,False,True,-DC-,D(C),Spain,fr,UCL,2,0,0,0,0,0.5,2.0,Clément Lenglet,Clément,Lenglet,236511,Defender,63,Atletico,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.8149999999999995,180,2.0,0.0,90.2439024390244,213
187,76,26,False,True,-DC-,D(C),France,ar,UCL,3,0,0,0,0,0.6666666666666666,1.0,Leonardo Balerdi,Leonardo,Balerdi,362788,Defender,249,Marseille,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.813333333333333,270,2.0,0.0,89.74358974358975,214
181,79,25,False,True,-DMC-,DMC,England,it,UCL,4,0,0,0,1,1.75,0.75,Sandro Tonali,Sandro,Tonali,343501,Midfielder,23,Newcastle,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.8100000000000005,360,0.0,0.0,81.2206572769953,215
199,88,24,False,True,-GK-,GK,Portugal,ua,UCL,5,0,0,0,0,0.0,0.4,Anatoliy Trubin,Anatoliy,Trubin,369877,Goalkeeper,299,Benfica,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.808,450,0.0,0.0,69.67213114754098,216
168,70,23,False,True,-AMC-AML-AMR-,AM(CLR),Belgium,be,UCL,5,0,0,1,0,1.4,0.2,Anouar Ait El Hadj,Anouar,Ait El Hadj,400139,Midfielder,2647,Union St.Gilloise,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.806,371,0.0,0.0,81.57894736842105,217
195,99,30,False,True,-DC-DR-,D(CR),Germany,de,UCL,1,0,0,0,0,2.0,2.0,Niklas Süle,Niklas,Süle,129983,Defender,44,Borussia Dortmund,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.8,70,0.0,0.0,94.11764705882352,218
185,75,27,False,True,-MC-,M(C),Italy,it,UCL,5,2,0,0,0,1.0,0.6,Manuel Locatelli,Manuel,Locatelli,273539,Midfielder,87,Juventus,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.797999999999999,300,0.0,0.0,88.39285714285714,219
197,90,28,False,True,-GK-,GK,England,es,UCL,4,0,0,0,0,0.0,0.5,Robert Sánchez,Robert,Sánchez,362151,Goalkeeper,15,Chelsea,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7925,360,0.0,0.0,80.88235294117648,220
202,96,28,False,True,-GK-,GK,Italy,rs,UCL,5,0,0,0,0,0.0,0.6,Vanja Milinkovic-Savic,Vanja,Milinkovic-Savic,149474,Goalkeeper,276,Napoli,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.787999999999999,450,0.0,0.0,74.17582417582418,221
183,79,18,False,True,-DC-,D(C),Spain,es,UCL,5,1,0,0,0,0.0,2.4,Pau Cubarsí,Pau,Cubarsí,498386,Defender,65,Barcelona,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.781999999999999,340,0.0,0.0,91.39344262295081,222
193,83,26,False,True,-GK-,GK,Portugal,pt,UCL,1,0,0,0,0,0.0,0.0,João Virgínia,João Manuel,Neves Virgínia,362852,Goalkeeper,296,Sporting,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.78,90,0.0,0.0,70.0,223
187,82,28,False,True,-GK-,GK,Belgium,be,UCL,5,1,0,0,0,0.0,0.8,Nordin Jackers,Nordin,Jackers,143459,Goalkeeper,124,Club Brugge,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.779999999999999,431,0.0,0.0,62.14689265536724,224
180,75,22,False,True,-AMC-AML-,AM(CL),Italy,it,UCL,2,1,0,0,1,1.0,0.0,Fabio Miretti,Fabio,Miretti,425080,Midfielder,87,Juventus,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.775,75,1.0,0.0,79.54545454545455,225
180,76,31,False,True,-MC-ML-MR-,M(CLR),Italy,pl,UCL,5,1,0,1,0,0.6,0.4,Piotr Zielinski,Piotr,Zielinski,118169,Midfielder,75,Inter,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.773999999999999,322,0.0,0.0,92.34972677595628,226
191,86,25,False,True,-DC-,D(C),Germany,de,UCL,4,1,0,0,0,0.0,0.5,Nico Schlotterbeck,Nico,Schlotterbeck,371275,Defender,44,Borussia Dortmund,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.772500000000001,290,0.0,0.0,92.5,227
183,73,30,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Spain,ci,UCL,5,0,1,0,1,2.2,0.0,Nicolas Pépé,Nicolas,Pépé,239872,Forward,839,Villarreal,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.772,425,0.0,0.0,78.72340425531915,228
172,69,22,False,True,,Defender,Denmark,mx,UCL,2,0,0,0,1,0.5,1.0,Rodrigo Huescas,Rodrigo,Huescas,512077,Defender,10,Copenhagen,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.77,105,0.0,0.0,76.92307692307693,229
173,68,28,False,True,-MC-,M(C),Germany,es,UCL,5,1,0,2,0,0.8,0.2,Aleix García,Aleix,García,280663,Midfielder,36,Leverkusen,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.769999999999999,399,0.0,0.0,92.63803680981594,230
173,72,30,False,True,-ML-MR-,M(LR),Greece,pt,UCL,4,0,1,1,0,2.75,0.75,Gelson Martins,Gelson Dany,Batalha Martins,296576,Midfielder,843,Olympiacos,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7675,288,0.0,0.0,80.0,231
177,75,25,False,True,-AMC-FW-,"AM(C),FW",Italy,be,UCL,3,1,0,1,0,2.0,1.0,Loïs Openda,Loïs,Openda,363618,Forward,87,Juventus,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.766666666666666,160,0.0,0.0,82.14285714285714,232
194,95,26,False,True,-DC-,D(C),England,fr,UCL,5,0,0,1,0,1.0,2.8,Ibrahima Konaté,Ibrahima,Konaté,345957,Defender,26,Liverpool,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.764,421,0.0,0.0,90.98360655737704,233
181,76,25,False,True,-AMC-AMR-FW-,"AM(CR),FW",Germany,de,UCL,5,1,1,2,1,1.4,0.4,Jonathan Burkardt,Jonathan,Burkardt,363037,Forward,45,Eintracht Frankfurt,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.764,342,1.0,0.0,80.7017543859649,234
196,90,26,False,True,-GK-,GK,England,it,UCL,4,0,0,0,0,0.0,0.5,Gianluigi Donnarumma,Gianluigi,Donnarumma,262515,Goalkeeper,167,Man City,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.762499999999999,360,1.0,0.0,80.89887640449437,235
178,67,29,False,True,-DMC-,DMC,Kazakhstan,il,UCL,2,0,0,0,0,0.5,1.5,Dan Glazer,Dan,Glazer,306565,Midfielder,1770,Kairat Almaty,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.76,125,0.0,0.0,83.05084745762711,236
174,66,27,False,True,-DC-DL-ML-,"D(CL),M(L)",England,es,UCL,4,0,0,0,0,0.25,1.75,Marc Cucurella,Marc,Cucurella,363496,Defender,15,Chelsea,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7575,360,0.0,0.0,87.73006134969326,237
180,71,22,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,fr,UCL,3,3,0,1,0,1.6666666666666667,0.0,Rayan Cherki,Rayan,Cherki,386153,Midfielder,167,Man City,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.756666666666668,40,0.0,0.0,70.58823529411765,238
0,0,26,False,True,-DC-,D(C),Norway,no,UCL,5,0,0,0,0,0.4,2.0,Odin Bjørtuft,Odin,Bjørtuft,354608,Defender,439,Bodoe/Glimt,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.754,450,1.0,0.0,94.08602150537635,239
184,79,22,False,True,-DC-,D(C),Spain,es,UCL,4,1,0,0,0,0.25,1.25,Raúl Asencio,Raúl,Asencio,534899,Defender,52,Real Madrid,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7524999999999995,268,0.0,0.0,92.81045751633987,240
173,65,31,False,True,-FW-MC-ML-MR-,"M(CLR),FW",England,pt,UCL,4,1,0,1,0,0.75,0.25,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,136741,Midfielder,167,Man City,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.75,281,2.0,0.0,92.0,241
188,83,31,False,True,-DC-DMC-DR-,"D(CR),DMC",France,gb-eng,UCL,2,0,0,1,0,1.0,1.5,Eric Dier,Eric,Dier,117973,Defender,248,Monaco,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.75,180,0.0,0.0,90.29126213592234,242
182,81,26,False,True,-DR-,D(R),Spain,es,UCL,3,1,0,0,0,0.0,1.3333333333333333,Jesús Areso,Jesús,Areso,422820,Defender,53,Athletic Club,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.746666666666666,182,1.0,0.0,72.91666666666666,243
183,75,23,False,True,-DL-,D(L),Spain,es,UCL,3,0,0,0,0,0.6666666666666666,0.6666666666666666,Adama Boiro,Adama,Boiro,515307,Defender,53,Athletic Club,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.743333333333333,248,0.0,0.0,86.88524590163934,244
190,86,21,False,True,-DC-,D(C),Portugal,ci,UCL,3,1,0,0,0,0.0,2.0,Ousmane Diomande,Ousmane,Diomande,443663,Defender,296,Sporting,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.743333333333333,190,0.0,0.0,93.00699300699301,245
177,82,23,False,True,,Forward,Portugal,br,UCL,5,5,0,2,0,0.4,0.0,Alisson Santos,Alisson,de Almeida Santos,557549,Forward,296,Sporting,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.742,84,0.0,0.0,75.75757575757575,246
186,76,23,False,True,-DC-DR-,D(CR),Spain,uy,UCL,5,0,0,0,0,0.4,1.2,Santiago Mouriño,Santiago,Mouriño,448936,Defender,839,Villarreal,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.74,443,2.0,0.0,84.0909090909091,247
175,68,28,False,True,-AMC-,AM(C),Italy,it,UCL,4,1,0,0,0,0.5,1.0,Nicolò Barella,Nicolò,Barella,148684,Midfielder,75,Inter,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.737500000000001,264,1.0,0.0,83.44370860927152,248
189,81,30,False,True,-DC-,D(C),Kazakhstan,ru,UCL,5,0,0,0,0,0.6,3.6,Egor Sorokin,Egor,Sorokin,243195,Defender,1770,Kairat Almaty,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.734,450,0.0,0.0,79.85865724381625,249
195,87,32,False,True,-GK-,GK,Germany,nl,UCL,5,0,1,0,0,0.0,0.0,Mark Flekken,Mark,Flekken,115131,Goalkeeper,36,Leverkusen,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.733999999999999,450,0.0,0.0,76.87074829931973,250
0,0,27,False,True,-DMC-,DMC,Czech Republic,lr,UCL,3,0,0,0,0,1.6666666666666667,1.0,Oscar Dorley,Oscar,Dorley,404197,Midfielder,349,Slavia Prague,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.733333333333333,270,0.0,0.0,82.4742268041237,251
182,78,27,False,True,-DR-MC-ML-MR-,"D(R),M(CLR)",Spain,uy,UCL,4,0,0,0,0,0.5,0.75,Federico Valverde,Federico,Valverde,344644,Midfielder,52,Real Madrid,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7325,360,0.0,0.0,91.28630705394191,252
185,73,22,False,True,-FW-,FW,Netherlands,us,UCL,4,3,0,2,1,1.5,0.25,Ricardo Pepi,Ricardo,Pepi,377466,Forward,129,PSV Eindhoven,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.732499999999999,132,0.0,0.0,82.05128205128204,253
178,73,27,False,True,-MC-,M(C),England,nl,UCL,5,1,0,0,3,2.8,0.0,Tijjani Reijnders,Tijjani,Reijnders,343382,Midfielder,167,Man City,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.730000000000001,356,0.0,0.0,91.1504424778761,254
175,72,28,False,True,-DC-DL-DR-MR-,"D(CLR),M(R)",Belgium,ar,UCL,5,0,0,1,0,0.4,2.2,Kevin Mac Allister,Kevin,Mac Allister,312686,Defender,2647,Union St.Gilloise,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.723999999999999,427,2.0,0.0,81.88976377952756,255
168,68,31,False,True,-DMC-,DMC,Italy,sk,UCL,4,0,0,0,0,0.0,0.25,Stanislav Lobotka,Stanislav,Lobotka,111892,Midfielder,276,Napoli,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7225,325,0.0,0.0,95.21739130434783,256
189,83,22,False,True,-FW-,FW,Italy,fr,UCL,5,4,0,0,2,0.0,0.6,Ange-Yoan Bonny,Ange-Yoan,Bonny,447489,Forward,75,Inter,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7219999999999995,168,0.0,0.0,82.53968253968253,257
174,71,28,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Italy,ng,UCL,4,0,0,1,1,3.0,0.25,Ademola Lookman,Ademola,Lookman,299451,Forward,300,Atalanta,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.72,280,0.0,0.0,79.34782608695652,258
183,70,22,False,True,-DC-DMC-DR-,"D(CR),DMC",France,gb-eng,UCL,3,2,0,0,0,0.0,0.3333333333333333,CJ Egan-Riley,CJ,Egan-Riley,425574,Defender,249,Marseille,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.72,135,0.0,0.0,95.55555555555556,259
182,68,23,False,True,-DL-DMC-,"D(L),DMC",Spain,fr,UCL,4,2,0,1,1,0.25,0.25,Eduardo Camavinga,Eduardo,Camavinga,369109,Midfielder,52,Real Madrid,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.72,141,1.0,0.0,87.96296296296296,260
189,70,27,False,True,-DC-DL-,D(CL),Italy,gb-eng,UCL,4,0,0,1,1,0.75,1.75,Lloyd Kelly,Lloyd,Kelly,332419,Defender,87,Juventus,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.72,360,1.0,0.0,86.20689655172413,261
180,73,33,False,True,-AML-,AM(L),Azerbaijan,ma,UCL,5,0,0,1,1,1.0,0.4,Abdellah Zoubir,Abdellah,Zoubir,124594,Midfielder,2569,Qarabag FK,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.718000000000001,435,0.0,0.0,89.3719806763285,262
190,76,23,False,True,-FW-,FW,England,fr,UCL,5,1,0,1,0,3.0,1.4,Hugo Ekitiké,Hugo,Ekitiké,403784,Forward,26,Liverpool,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.718000000000001,314,0.0,0.0,85.71428571428571,263
192,80,24,False,True,-DMC-ML-,"DMC,M(L)",Italy,fr,UCL,4,1,0,0,1,1.0,1.75,Khéphren Thuram,Khéphren,Thuram,366379,Midfielder,87,Juventus,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.717499999999999,246,1.0,0.0,87.5,264
182,79,32,False,True,-AML-AMR-FW-,"AM(LR),FW",Greece,ma,UCL,5,0,0,2,1,3.0,3.0,Ayoub El Kaabi,Ayoub,El Kaabi,346110,Forward,843,Olympiacos,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.716000000000001,431,0.0,0.0,75.0,265
191,83,23,False,True,-DC-,D(C),Spain,es,UCL,2,1,0,0,0,0.5,1.5,Rafa Marín,Rafa,Marín,430301,Defender,839,Villarreal,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.715,115,0.0,0.0,80.3030303030303,266
178,73,27,False,True,-AMC-AML-AMR-,AM(CLR),England,gb-eng,UCL,5,2,0,0,1,0.6,0.4,Eberechi Eze,Eberechi,Eze,332403,Midfielder,13,Arsenal,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.714,267,0.0,0.0,80.76923076923077,267
188,75,21,False,True,-DMC-,DMC,Germany,de,UCL,5,0,0,0,0,1.2,0.4,Aleksandar Pavlovic,Aleksandar,Pavlovic,481079,Midfielder,37,Bayern,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.712000000000001,424,0.0,0.0,95.05813953488372,268
184,78,24,False,True,-DMC-,DMC,Belgium,ng,UCL,3,0,0,1,0,0.6666666666666666,0.6666666666666666,Raphael Onyedika,Raphael,Onyedika,425338,Midfielder,124,Club Brugge,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.710000000000001,255,2.0,0.0,90.0,269
191,80,26,False,True,-GK-,GK,Spain,ua,UCL,1,0,0,0,0,0.0,0.0,Andrii Lunin,Andrii,Lunin,345031,Goalkeeper,52,Real Madrid,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.71,90,0.0,0.0,71.42857142857143,270
175,68,26,False,True,-DL-DR-FW-MC-ML-MR-,"D(LR),M(CLR),FW",France,sn,UCL,2,0,0,0,1,0.0,1.5,Krépin Diatta,Krépin,Diatta,335692,Midfielder,248,Monaco,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.71,147,1.0,0.0,70.49180327868852,271
178,0,23,False,True,,Forward,Azerbaijan,co,UCL,5,0,1,1,1,2.0,0.8,Camilo Durán,Camilo,Durán,496971,Forward,2569,Qarabag FK,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.708,372,0.0,0.0,69.23076923076923,272
178,73,24,False,True,-DMC-DR-,"D(R),DMC",England,ec,UCL,5,1,1,1,0,0.8,0.2,Moisés Caicedo,Moisés,Caicedo,410175,Midfielder,15,Chelsea,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.708,401,1.0,0.0,95.1890034364261,273
175,70,21,False,True,-AMC-AML-,AM(CL),England,gb-eng,UCL,4,2,0,0,1,1.0,0.0,Jamie Gittens,Jamie,Gittens,436425,Forward,15,Chelsea,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.707500000000001,181,0.0,0.0,87.5,274
187,77,28,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",Portugal,be,UCL,3,0,0,0,0,4.333333333333333,0.6666666666666666,Dodi Lukébakio,Dodi,Lukébakio,299490,Forward,299,Benfica,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.703333333333333,257,2.0,0.0,84.33734939759037,275
186,80,25,False,True,-DL-DR-FW-ML-MR-,"D(LR),M(LR),FW",Turkey,tr,UCL,5,1,0,0,0,1.4,1.4,Baris Alper Yilmaz,Baris Alper,Yilmaz,421779,Forward,294,Galatasaray,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.702,375,0.0,0.0,73.80952380952381,276
183,75,28,False,True,-MC-,M(C),Cyprus,pt,UCL,5,0,0,0,0,0.4,0.8,Pêpê Rodrigues,Pedro Filipe,Figueiredo Rodrigues,344716,Midfielder,2748,Pafos FC,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.700000000000001,427,0.0,0.0,83.01886792452831,277
176,68,26,False,True,-DL-,D(L),Denmark,pe,UCL,5,1,0,0,0,0.2,1.6,Marcos López,Marcos,López,371042,Defender,10,Copenhagen,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7,387,2.0,0.0,85.36585365853658,278
179,58,22,False,True,-AMC-AML-AMR-FW-,"AM(CLR),FW",England,nl,UCL,5,3,1,0,1,0.8,0.2,Xavi Simons,Xavi,Simons,399772,Midfielder,30,Tottenham,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.7,207,1.0,0.0,84.95575221238938,279
185,76,23,False,True,-DC-,D(C),Portugal,pt,UCL,3,1,0,0,0,0.0,1.3333333333333333,Eduardo Quaresma,Eduardo Filipe,Quaresma Vieira Coimbra Simões,394932,Defender,296,Sporting,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.696666666666666,180,0.0,0.0,93.33333333333333,280
182,70,33,False,True,-DL-DR-ML-MR-,"D(LR),M(LR)",Italy,it,UCL,4,1,0,0,0,1.5,0.0,Davide Zappacosta,Davide,Zappacosta,141312,Midfielder,300,Atalanta,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.695,278,0.0,0.0,82.92682926829268,281
190,83,25,False,True,-FW-,FW,Belgium,ec,UCL,5,2,0,0,1,2.0,2.6,Kevin Rodríguez,Kevin,Rodríguez,464388,Forward,2647,Union St.Gilloise,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.694,296,0.0,0.0,63.49206349206349,282
0,0,27,False,True,,Defender,Kazakhstan,il,UCL,4,0,0,1,0,1.5,0.5,Ofri Arad,Ofri,Arad,399380,Defender,1770,Kairat Almaty,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.6925,295,2.0,0.0,82.6086956521739,283
178,76,31,False,True,-FW-MC-ML-MR-,"M(CLR),FW",Germany,at,UCL,5,1,0,0,2,0.6,0.0,Marcel Sabitzer,Marcel,Sabitzer,92051,Midfielder,44,Borussia Dortmund,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.69,337,0.0,0.0,90.3409090909091,284
193,0,17,False,True,,Forward,Denmark,,UCL,3,2,0,2,0,1.3333333333333333,1.0,Viktor Dadason,Viktor,Dadason,584180,Forward,10,Copenhagen,10903,2025/2026,True,12,250,ceu,Europe,Champions League,6.6866666666666665,151,0.0,0.0,82.6086956521739,285
